index,image_path,caption_id,caption_text,Title,Author / Creator,Edition,Description,Notes,Subjects,Form / genre,Culture,Identifier,Related work,Related information,Associated name,Use restrictions,Copyright,Repository,Includes layers,Collection,Creation Date,HOLLIS number,Permalink,Source,Image ID,Permalink.1,url,artist_name,artist_wikidata_uri,related_work,title,redirect_url,artist_info,print_info,description,topic
10,images/3910489.jpg,8264688d-40c0-495a-be96-9bc68e483e05,an image of a group of men sitting on a bench [SEP],L'Accord de Mariage.,"Gaillard, René, ca. 1719-1790, French [engraver];Eisen, Charles, 1720-1778, French [artist]",,"A man gives a young woman money to seal a marriage agreement. There are four witnesses, one has her attention elsewhere.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>38 x 27 cm., plate mark",,marriage customs and rites ; courtship ; purses (bags) ; money ; rich people ; business ; gowns,engravings,,Coin and Conscience catalog 39,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CA f24 xx",,,18th century,olvwork308299,"<a href=""http://id.lib.harvard.edu/via/olvwork308299/catalog"">http://id.lib.harvard.edu/via/olvwork308299/catalog</a>",HVD - Images,4083354,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308299&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836622?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School","Saenredam, Jan",http://www.wikidata.org/entity/Q711775,11,Avarice,https://iiif.lib.harvard.edu/manifests/view/ids:3910445,"Engraving, in the style of Jan Saenredam (1565–1607). [Netherlands? ca. 1600].","21 x 14 cm, imageCF n9","Depiction of a man clutching money bags. ""The miser, hoarding his treasure, lives amid riches, yet is always destitute."" (Latin caption). The frog in the foreground is a symbol associated with sin, particularly that of hoarding worldly things.",Vanity and Virtue
11,images/3910517.jpg,119e38c9-3626-463b-8fc7-a5ff6a6d043d,an image of a group of people dancing [SEP],La Commodità Fà l'Huomo Ladro.,"Mitelli, Giuseppe Maria, 1634-1718, Italian [etcher]",,"Number twenty-two from his series of fifty engravings illustrating Italian proverbs. A thief steals the purse of a sleeping old man.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>27 x 20 cm., plate mark",,proverbs ; thieves ; purses (bags) ; money ; sleep ; elderly ; male figures,etchings;engravings,,Coin and Conscience catalog 20,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CA i3 x",,,1678,olvwork308273,"<a href=""http://id.lib.harvard.edu/via/olvwork308273/catalog"">http://id.lib.harvard.edu/via/olvwork308273/catalog</a>",HVD - Images,4083061,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308273&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836623?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School","['Mallery, Karel van', 'Vos, Marten de', 'Galle, Philip']","['http://www.wikidata.org/entity/Q6369402', 'http://www.wikidata.org/entity/Q555022', 'http://www.wikidata.org/entity/Q1379395']",12,Divitiæ,https://iiif.lib.harvard.edu/manifests/view/ids:3910447,"Engraving by Karel van Mallery (ca. 1571–ca. 1635), after Marten de Vos (ca. 1531–1603). Philip Galle (1537–1612), ""excud."" [Antwerp, ca. 1600].","17.5 x 22.5 cm, imageCF b2","Riches, portrayed as a woman holding money, jewels, and silver, sits near a little girl who holds a mirror. She is Pride, the daughter of Riches.",Vanity and Virtue
12,images/3910503.jpg,816d6454-825c-4521-8e8c-3b17dfd60409,an image of a man in a crown [SEP],La Hausse. In Luck. En Alza.,"Regnier, Claude, 19th cent., French [lithographer];Linder, Philippe Jacques, active 1857-1880, French [artist]",Apr-51,"Pictured is an elegantly dressed woman driving a coach. Her footman rides as her passenger.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>lithography;<i>Materials/Techniques: </i>hand coloring;<i>Dimensions: </i>29.8 x 22 cm., image",,carriages ; wealth ; female figures ; horse-drawn vehicles ; driving,,,Coin and Conscience catalog 53,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation.</a>","Dusacq & Cie., France, 19th cent. [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CD f21 xxx",,,last half of 19th century,olvwork308314,"<a href=""http://id.lib.harvard.edu/via/olvwork308314/catalog"">http://id.lib.harvard.edu/via/olvwork308314/catalog</a>",HVD - Images,4084583,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308314&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836624?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School","['Swanenburgh, Willem Isaakz, I', 'Razet, J.', 'Bloemaert, Abraham']","['http://www.wikidata.org/entity/Q21531043', 'http://www.wikidata.org/entity/Q1961244', 'http://www.wikidata.org/entity/Q329811']",13,Allegory of the Vanity and Transitory Nature of Worldly Possessions,https://iiif.lib.harvard.edu/manifests/view/ids:3910449,"Engraving by Willem Isaakz Swanenburgh I (1581–1612), after Abraham Bloemaert (1564–1651). J. Razet, ""divulg."" [Netherlands] 1608.","26 x 18.5 cm, imageCF n1","This is a later state, with J. Razet's address. A woman sits beside a table laden with gold coins and other riches. She holds an urn with smoke rising out of it, a symbol of transience, and a peacock stands behind her, signifying vanity.",Vanity and Virtue
13,images/3910463.jpg,ad14e2c9-130f-433b-9add-0e48af634c81,an image of a group of people in a medieval setting [SEP],Philippe Du Four.,"Hainzelmann, Johann, printmaker, German [engraver]",,"Du Four was Counselor and Secretary to the king, Treasurer General of France, and President of the Bureau des Finances in Paris.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>23.5 x 18 cm., plate mark",,portraits ; officers (administrators) ; hair ; cartouches ; coats of arms,engravings,,Coin and Conscience catalog 63,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School F f1 x",,,1682,olvwork308325,"<a href=""http://id.lib.harvard.edu/via/olvwork308325/catalog"">http://id.lib.harvard.edu/via/olvwork308325/catalog</a>",HVD - Images,4086577,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308325&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836625?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School","['Swanenburgh, Willem Isaakz, I', 'Bloemaert, Abraham']","['http://www.wikidata.org/entity/Q1961244', 'http://www.wikidata.org/entity/Q329811']",14,Allegory of Wealth and Luxury,https://iiif.lib.harvard.edu/manifests/view/ids:3910451,"Engraved and published by Willem Isaakz Swanenburgh I (1581–1612), after Abraham Bloemaert (1564–1651). [Netherlands] 1611.","23.6 x 18.7 cm, imageCF n2","An earlier state was published in 1609. A similar engraving to 13; the woman sits at a table of money, silver chalices, and jewels. In the foreground are a crown and scepter, behind which smoke and bubbles rise from a cup—symbolizing the transience of power and glory.",Vanity and Virtue
14,images/3910477.jpg,6dd9d704-f369-4367-9602-05773b65782c,an image of a man being carried by a woman [SEP],La Baisse. Out of Luck. En Baja.,"Regnier, Claude, 19th cent., French [lithographer];Linder, Philippe Jacques, active 1857-1880, French [artist]",,"An elegantly dressed woman wearing a black dress, crouching under an umbrella and running through the rain.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>lithography;<i>Materials/Techniques: </i>hand coloring;<i>Dimensions: </i>30 x 22.4 cm., image",,female figures ; horse-drawn vehicles ; rain ; umbrellas ; walking,lithographs,,Coin and Conscience catalog 54,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Dusacq & Cie., 19th cent, French [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CD f22 xx",,,last half of 19th century,olvwork309777,"<a href=""http://id.lib.harvard.edu/via/olvwork309777/catalog"">http://id.lib.harvard.edu/via/olvwork309777/catalog</a>",HVD - Images,4086611,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork309777&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836626?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",Rembrandt van Rhyn,http://www.wikidata.org/entity/Q5598,15,"Jan Uytenbogaert, 'The Goldweigher'",https://iiif.lib.harvard.edu/manifests/view/ids:3910453,Etching and drypoint by Rembrandt van Rhyn (1606–69). [Netherlands] 1639.,24.5 x 20.8 cmCA n4 x,"Second state. Uytenbogaert was the Receiver General in Amsterdam for the state of Holland. He made the first payment on Rembrandt's new house in 1639, since one of his clients owed the artist money for two paintings. Rembrandt probably did this portrait in thanks for Uytenbogaert's generosity.","Misers, Moneylenders, and Thieves"
15,images/3910461.jpg,d9922968-5f48-42ef-8c9d-f81ad9a8e4cf,an image of a man being taken from a woman [SEP],"Le Grand Diable d'Argent, Patron de la Finance.",,,"Colored lithograph, signed ""J.P. del, C.M. lith."" Below image is a nine-stanza poem, to be sung to the tune of: ""J'ai vu partout dans mes voyages; ou La pipe de tabac."";<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>color lithography;<i>Dimensions: </i>20.5 x 32 cm., image",,devil ; demons ; coins ; people ; moneybags ; satire (artistic device),lithographs,,Coin and Conscience catalog 26,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Imagerie Pellerin, Epinal [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CF f15 x",,,188?,olvwork308282,"<a href=""http://id.lib.harvard.edu/via/olvwork308282/catalog"">http://id.lib.harvard.edu/via/olvwork308282/catalog</a>",HVD - Images,4083829,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308282&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836627?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School","['Teniers, David, the Younger', 'Basan, Pierre François']","['http://www.wikidata.org/entity/Q335022', 'http://www.wikidata.org/entity/Q3383022']",16,Le Plaisir des Vieillards,https://iiif.lib.harvard.edu/manifests/view/ids:3910455,"Engraved and published by Pierre François Basan (1735–97), after the painting by David Teniers the Younger (1610–90). Paris [18th century].",26.5 x 19.2 cmCA f19 x,"Below image: ""Tiré du Cabinet de Mr. le Comte de Vence."" An old couple weighing coins.","Misers, Moneylenders, and Thieves"
16,images/3910475.jpg,e90cfaf5-7114-4386-a3da-aa4cc37e0f97,"an image of two men in a street, one is holding a dog [SEP]",Danaë.,"Desplaces, Louis, printmaker, French [engraver];Maratti, Carlo, 1625-1713, Italian [artist]",,"Below image: ""Tableau du Cabinet de Monsieur de la Faye, Secretaire du Cabinet du Roy."" Depiction of the myth of Danaë, who was seduced by Zeus, disguised as a shower of gold.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>30.5 x 38.7 cm., plate mark",,mythology ; female figures ; gold ; coins ; gods ; putti ; clouds ; beds,engravings,French,Coin and Conscience catalog 35,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CC f9 xxx",,,18th century,olvwork308291,"<a href=""http://id.lib.harvard.edu/via/olvwork308291/catalog"">http://id.lib.harvard.edu/via/olvwork308291/catalog</a>",HVD - Images,4088435,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308291&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836628?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School","['Ostade, Adrian van', 'Hess, Carl Ernst Christoph']","['http://www.wikidata.org/entity/Q76135', 'http://www.wikidata.org/entity/Q352438']",17,Peasant with Coins,https://iiif.lib.harvard.edu/manifests/view/ids:3910457,"Engraving and drypoint by Carl Ernst Christoph Hess (1755–1828), after the painting by Adrian van Ostade (1610–85). [Germany, 18th century].",28.5 x 19.7 cmCA g12 x,"Below image: ""Aus der Sammlung des Canonicus Speth.""","Misers, Moneylenders, and Thieves"
17,images/3910449.jpg,19ff3e94-9216-489c-9ba9-14332414b6d4,an image of a man and a child [SEP],[Marriage for Wealth Officiated by the Devil],"Saenredam, Jan, 1565-1607 [engraver];Goltzius, Hendrik, 1558-1617, Dutch [artist]",,"The second of three numbered engravings after Goltzius called the Marriage Trilogy. A devil joins the hands of a couple as she blows a stream of coins and smoke, symbolizing the transience of honor and material possessions.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>23.5 x 16.2 cm., plate mark",,marriage ; devil ; wealth ; coins ; smoke ; claws ; horns ; hoof ; rich people ; moneybags,engravings,Netherlandish,Coin and Conscience catalog 36,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CF n7 x",,,ca. 1600,olvwork308292,"<a href=""http://id.lib.harvard.edu/via/olvwork308292/catalog"">http://id.lib.harvard.edu/via/olvwork308292/catalog</a>",HVD - Images,4089973,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308292&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836629?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School","Passe, Crispijn de, the Elder",http://www.wikidata.org/entity/Q140096,18,Banquet with Musicians,https://iiif.lib.harvard.edu/manifests/view/ids:3910459,"Engraving by Crispijn de Passe the Elder (ca. 1565–1637). [n.p., ca. 1600].",10 x 14 cmCA g42,"A woman steals the purse of a peasant while they sit at a meal. Below image: ""Die burss, vnd frische frewlein den bawren bringen vmb das sein."" From his Stirpium Insignium Nobilitatis, ""in Verlegung Ludwig Kunings vo Basel,"" first edition published before 1612, another edition dated 1617. The prints were also published in other sets.","Misers, Moneylenders, and Thieves"
18,images/3910515.jpg,9a937900-15eb-4dc6-92c6-7a857a339408,an image of a man being dragged by a man [SEP],Honor.,"Sadeler I, Raphael, born 1560-1561, died 1628 or 1632 [engraver];Vos, Martin de, 1532-1603, Flemish [artist]",,"Plate three from his series of four allegorical prints on the virtues after de Vos, representing also the four ages of man. A pious man turns away from a woman offering riches.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>22 x 25 cm., image",,moneybags ; allegories ; male figures ; study (rooms) ; books ; female figures ; gold ; coins ; jewels ; temptation ; dogs ; processions ; churches,engravings,,Coin and Conscience catalog 9,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CF b8 x",,,1591,olvwork308260,"<a href=""http://id.lib.harvard.edu/via/olvwork308260/catalog"">http://id.lib.harvard.edu/via/olvwork308260/catalog</a>",HVD - Images,4086446,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308260&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836630?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School","Mitelli, Giuseppe Maria",http://www.wikidata.org/entity/Q3108083,19,"Dove L'Oro Parla, Ogni Lingua Tace",https://iiif.lib.harvard.edu/manifests/view/ids:3910461,"Etching and engraving by Giuseppe Maria Mitelli (1634–1718). [Bologna, 1678].",27 x 20 cmCA i2 x,"Number thirteen from his series of fifty engravings illustrating Italian proverbs. A man murders, then steals the victim's purse, offering a witness money to keep quiet.","Misers, Moneylenders, and Thieves"
19,images/3910501.jpg,c55b2404-7a9b-445c-9fcd-e9dcbac5e73b,an image of a man with a book [SEP],Vue de la Bourse et du Magazin des Marchandises en remontant la petite Neva. [St. Petersburg],"Auvray, Pierre Laurent, b.1736, French [engraver (printmaker)];Lespinasse, Louis Nicolas de, 1734-1808, French [artist]",,"Plate from Nicolas Gabriel Leclerc's Histoire physique, morale, civile et politique de la Russie moderne. Paris et Versailles, 1783-85, which Auvray illustrated.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>24.8 x 35.5 cm., plate mark",,stock exchanges ; commercial buildings ; sailing vessels ; wharves ; trade,engravings,,Coin and Conscience catalog 69,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Clerc, Nicolas-Gabriel, 1726-1798 [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School AE r1 xx",,,ca. 1785,olvwork308331,"<a href=""http://id.lib.harvard.edu/via/olvwork308331/catalog"">http://id.lib.harvard.edu/via/olvwork308331/catalog</a>",HVD - Images,4088270,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308331&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836631?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School","Mitelli, Giuseppe Maria",http://www.wikidata.org/entity/Q3108083,20,La Commodità Fà l'Huomo Ladro,https://iiif.lib.harvard.edu/manifests/view/ids:3910463,"Etching and engraving by Giuseppe Maria Mitelli (1634–1718). [Bologna, 1678].",27 x 20 cmCA i3 x,Number twenty-two from his series of fifty engravings illustrating Italian proverbs. A thief steals the purse of a sleeping old man.,"Misers, Moneylenders, and Thieves"
20,images/3910529.jpg,bf70adf8-e3e2-4770-bdb2-760fd1d70e5b,an image of a woman holding a child [SEP],Le Diable d'Argent,,,"Print by unknown artist. One of the earliest prints of the flying ""money devil,"" who is pursued by people of all trades. Many thematically similar prints were published in Paris and Épinal over the next 150 years.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Materials/Techniques: </i>etching (printing process);<i>Dimensions: </i>22.5 x 31.5 cm., plate mark",,moneybags ; coins ; devil ; demons ; human figures ; clergy ; caduceus ; firearms,engravings;etchings,,Coin and Conscience catalog 23,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>","Chez Daumont, rue St. Martin, Paris, France [publisher]","Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CF f14 xx",,,early 18th century,olvwork308276,"<a href=""http://id.lib.harvard.edu/via/olvwork308276/catalog"">http://id.lib.harvard.edu/via/olvwork308276/catalog</a>",HVD - Images,4084064,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308276&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836632?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School","Julien, Joseph Laurent",http://www.wikidata.org/entity/Q102841270,21,Le Riche du Jour ou le Préteur sur Gages,https://iiif.lib.harvard.edu/manifests/view/ids:3910465,"Hand-colored engraving by Joseph Laurent Julien (d.1805). Paris, chez l'auteur; et chez Depeuille, [late 18th century].",32.5 x 37 cmCA f18 xxx,"An old woman pawns her jewels to a sinister-looking pawnbroker, whose sign reads: ""Je prête Madame, à mes concitoyens à deux cent pour cent d'intérèts.""","Misers, Moneylenders, and Thieves"
21,images/3983668.jpg,657cd311-077f-455f-b96a-5b8202158a59,an image of a man being taken from a woman [SEP],Le Grand Diable d'Argent Patron de la Finance.,,,"Hand-colored etching by unknown artist.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>etching (printing process);<i>Materials/Techniques: </i>hand coloring;<i>Dimensions: </i>25.5 x 34.9 cm., plate mark",Inscription: Below image: Pour courir au diable d'argent On se donne un mal impayable On se dit partout indigent Tant de monde est insatiable.,devil ; demons ; coins ; human figures ; wings ; moneybags ; satire (artistic device),etchings,French,Coin and Conscience catalog 24,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CF f13 xx",,,early 19th century,olvwork308277,"<a href=""http://id.lib.harvard.edu/via/olvwork308277/catalog"">http://id.lib.harvard.edu/via/olvwork308277/catalog</a>",HVD - Images,4085737,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308277&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836633?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School","['Langlois, François (F.L.D. Ciartres)', 'Ciartres, F.L.D.']",http://www.wikidata.org/entity/Q3085083,22,Le Cornard Contant,https://iiif.lib.harvard.edu/manifests/view/ids:3910467,"Engraving; F.L.D. Ciartres ""excud."" (François Langlois, 1589–1647). [France, early 17th century].","31 x 22 cm, imageCA f1 xx","Possibly a plate from his Oiseaux et Grotesques. The ""happy cuckold"" does not mind his lost honor, because his ""horns of plenty"" bring him immeasurable happiness. (French caption).","Misers, Moneylenders, and Thieves"
22,images/3910559.jpg,9d7b338d-783b-461f-856b-8799decf310c,an image of a man with a beard [SEP],Gellt Zeucht die Weltt. Mundum Trahit Pecunia.,"Greuter, Matthäus, 1564/66-1638, German [engraver]",,"Gold coins form the wheels of a chariot, upon which is the World, while two noblemen blinded by money walk alongside. A group of peasants is held back by Poverty, standing on the wheel of Fortune.;<i>Materials/Techniques: </i>paper;<i>Materials/Techniques: </i>engraving (printing process);<i>Dimensions: </i>First state.",,allegories ; personification ; gold ; coins ; processions ; chariots ; demons ; blind (people) ; noblemen ; peasants,engravings,,Coin and Conscience catalog 7,"part of Bleichroeder Print Collection, Kress Collection","<a href=""http://www.library.hbs.edu/hc/cc/""</a>Coin & Conscience: Popular Views of Money, Credit and Speculation. </a>",,"Baker Library Special Collections and Archives, Harvard Business School: These images may not be reproduced or transmitted in any form or by any means, electronic or mechanical, without permission in writing from the Historical Collections Department, Baker Library, Harvard Business School. Appointment necessary to consult collection.",,"Baker Library Special Collections and Archives, Harvard Business School CF g1 xx",,,1589,olvwork308256,"<a href=""http://id.lib.harvard.edu/via/olvwork308256/catalog"">http://id.lib.harvard.edu/via/olvwork308256/catalog</a>",HVD - Images,4086408,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=HVD_VIAolvwork308256&context=L&vid=HVD2&lang=en_US,"http://nrs.harvard.edu/urn-3:HBS.BAKER:836634?buttons=y&caption=Historical+Collections,+Baker+Library,+Harvard+Business+School",,,23,Le Diable d'Argent,https://iiif.lib.harvard.edu/manifests/view/ids:3910469,"Etching and engraving by unknown artist. Paris, Chez Daumont, [early 18th century].",22.5 x 31.5 cmCF f14 xx,"One of the earliest prints of the flying ""money devil,"" who is pursued by people of all trades. Many thematically similar prints were published in Paris and Épinal over the next 150 years. (See 24-26).",Money Devil
